,depending,necessary,appropriate,inappropriate,as needed,as applicable,otherwise reasonably,sometimes,from time to time,generally,mostly,widely,general,commonly,usually,normally,typically,largely,often,primarily,among other things,may,might,can,could,would,likely,possible,possibly,anyone,certain,everyone,numerous,some,most,few,much,many,various,including but not limited to,Category,BT Coeff,Amb_Terms,Amb_Phrase
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,"['may', 'may']","['(hereinafter collectively, One97  or Paytm ) on any device and/or before availing any services offered by Paytm on the Paytm Platform which may include services such as recharge or bill payment, digital products, semi-closed wallet service and marketplace service or any other service that may be offered by Paytm on the Paytm Platform (hereinafter individually, and collectively, the Paytm Services).']"
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,3.55,['general'],"['By registering on, accessing, browsing, downloading or using the Paytm Platform for any general purpose or for the specific purpose of availing any Paytm Service, You agree to be bound by the single-sign-on ID (hereinafter SSOID) terms and conditions set forth below as well as by the service-specific terms and conditions applicable to each Paytm Service (hereinafter collectively, the T&Cs).']"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['may'],['These T&Cs shall also include any additional or modified terms and conditions in relation to the SSOID or any additional or modified service-specific terms and conditions in relation to any Paytm Service or any future service that may be offered by Paytm on the Paytm Platform.']
3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1.783,['as applicable'],"['By registering on, accessing, browsing, downloading or using (as applicable)']"
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['may'],"['If at any time You do not accept or agree with any of the T&Cs or do not wish to be bound by the T&Cs, You may not access, browse or use the Paytm Platform and immediately terminate Your availing the Paytm Services.']"
5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CM,1.864,"['may', 'may', 'may', 'from time to time']","['Consequently, all the rights, benefits, liabilities and obligations under the T&Cs shall, as the case may be, accrue to the benefit of, or incurred by, Paytm, regarding Your use of Paytm’s digital services (which includes but may not be limited to prepaid recharge, bill payment, booking movie tickets, bus tickets, hotel rooms or flight tickets), the semi closed wallet service, the marketplace service or any such other services which may be added on the Paytm Platform and which will henceforth be a Paytm Service, from time to time.']"
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N,2.71,['anyone'],['The Paytm Services are not available to persons under the age of 18 or to anyone previously suspended or removed by Paytm from availing the Paytm Services or accessing the Paytm Platform.']
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['may'],"['Additional terms and conditions may apply in order for You to avail specific Paytm Services and to specific portions or features of the Paytm Platform, including contests, promotions or other similar features, all of which terms are made a part of these T&Cs by this reference.']"
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['may'],"['Paytm may make changes to any Paytm Services offered on the Paytm Platform, or to the applicable terms for any such Paytm Services, at any time, without notice.']"
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['may'],"['The materials on the Paytm Platform with respect to the Paytm Services may be out of date, and Paytm makes no commitment to update the materials on the Paytm Platform with respect to such Paytm Services.\n']"
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['can'],"['After successfully registering for the SSOID Service, the user can log-in via each Participating Platform with his SSOID access credentials.']"
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['can'],"['Moreover, if already logged in to one of the Participating Platforms, the user can immediately use all other Participating Platforms without additional log-in procedures (subject to the respective Participating Platform requiring further declarations).\n']"
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['may'],['The number of Participating Platforms may also vary in the course of time.\n']
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,"['can', 'can']","['With regard to the contractual relationships of the users with the respective Participating Platforms, for the purposes of which Paytm’s SSOID service is or can be used in accordance with these T&Cs, these can alternatively have their own commercial and user terms and conditions.']"
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['can'],['Each user can set up only one user account.']
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['may'],"['Conclusion of the SSOID Agreement may, also be effected through other communication modes and following such processes which help achieve the same purpose as the aforementioned e-mail confirmation process.\n']"
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['may'],"['Paytm may send alerts to the mobile phone number provided by You while registering with the Paytm Platform for the SSOID service or on any updated mobile number subsequently provided by You on the Paytm Platform, or via e-mail or push notifications.']"
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,2.865,['may'],"['If the mobile phone is in ‘Off’ mode or if the e-mail servers or ids are not functional or if the push-notifications feature has been turned off, then You may not get the alert at all or get delayed messages.']"
